Purpose,대분류,중분류,소분류,Section,테스트 항목,사전조건,테스트 스텝,기대결과
WEB,Player Page,Video Playing,Player UI,#NAME?,Background Color 항목 확인,"1. Channel Page 진입
2. Player Screen 진입
3. Setting icon 선택
4. Subtitles 항목 선택
5. Settings text Button 선택",Background Color 항목 출력 확인,Background Color 항목 출력된다
WEB,Player Page,Video Playing,Player UI,#NAME?,Background Color 항목 stringset 확인,"1. Channel Page 진입
2. Player Screen 진입
3. Setting icon 선택
4. Subtitles 항목 선택
5. Settings text Button 선택",Background Color 항목 출력 확인,"""Background Color"" text 출력된다"
WEB,Player Page,Video Playing,Player UI,#NAME?,Background Color 항목 기능 확인,"1. Channel Page 진입
2. Player Screen 진입
3. Setting icon 선택
4. Subtitles 항목 선택
5. Settings text Button 선택",Background Color 항목 선택,Background Color POP UP 출력된다
WEB,Player Page,Video Playing,Player UI,#NAME?,Background Opacity 항목 확인,"1. Channel Page 진입
2. Player Screen 진입
3. Setting icon 선택
4. Subtitles 항목 선택
5. Settings text Button 선택",Background Opacity 항목 출력 확인,Background Opacity 항목 출력된다
WEB,Player Page,Video Playing,Player UI,#NAME?,Background Opacity 항목 stringset 확인,"1. Channel Page 진입
2. Player Screen 진입
3. Setting icon 선택
4. Subtitles 항목 선택
5. Settings text Button 선택",Background Opacity 항목 출력 확인,"""Background Opacity"" text 출력된다"
WEB,Player Page,Video Playing,Player UI,#NAME?,Background Opacity 항목 기능 확인,"1. Channel Page 진입
2. Player Screen 진입
3. Setting icon 선택
4. Subtitles 항목 선택
5. Settings text Button 선택",Background Opacity 항목 선택,Background Opacity POP UP 출력된다
WEB,Player Page,Video Playing,Player UI,#NAME?,Window Color 항목 확인,"1. Channel Page 진입
2. Player Screen 진입
3. Setting icon 선택
4. Subtitles 항목 선택
5. Settings text Button 선택",Window Color 항목 출력 확인,Window Color 항목 출력된다
WEB,Player Page,Video Playing,Player UI,#NAME?,Window Color 항목 stringset 확인,"1. Channel Page 진입
2. Player Screen 진입
3. Setting icon 선택
4. Subtitles 항목 선택
5. Settings text Button 선택",Window Color 항목 출력 확인,"""Window Color"" text 출력된다"
WEB,Player Page,Video Playing,Player UI,#NAME?,Window Color 항목 기능 확인,"1. Channel Page 진입
2. Player Screen 진입
3. Setting icon 선택
4. Subtitles 항목 선택
5. Settings text Button 선택",Window Color 항목 선택,Window Color POP UP 출력된다
WEB,Player Page,Video Playing,Player UI,#NAME?,Window Opacity 항목 확인,"1. Channel Page 진입
2. Player Screen 진입
3. Setting icon 선택
4. Subtitles 항목 선택
5. Settings text Button 선택",Window Opacity 항목 출력 확인,Window Opacity 항목 출력된다
WEB,Player Page,Video Playing,Player UI,#NAME?,Window Opacity 항목 stringset 확인,"1. Channel Page 진입
2. Player Screen 진입
3. Setting icon 선택
4. Subtitles 항목 선택
5. Settings text Button 선택",Window Opacity 항목 출력 확인,"""Window Opacity"" text 출력된다"
WEB,Player Page,Video Playing,Player UI,#NAME?,Window Opacity 항목 기능 확인,"1. Channel Page 진입
2. Player Screen 진입
3. Setting icon 선택
4. Subtitles 항목 선택
5. Settings text Button 선택",Window Opacity 항목 선택,Window Opacity POP UP 출력된다
WEB,Player Page,Video Playing,Player UI,#NAME?,Font Size 항목 확인,"1. Channel Page 진입
2. Player Screen 진입
3. Setting icon 선택
4. Subtitles 항목 선택
5. Settings text Button 선택",Font Size 항목 출력 확인,Font Size 항목 출력된다
WEB,Player Page,Video Playing,Player UI,#NAME?,Font Size 항목 stringset 확인,"1. Channel Page 진입
2. Player Screen 진입
3. Setting icon 선택
4. Subtitles 항목 선택
5. Settings text Button 선택",Font Size 항목 출력 확인,"""Font Size"" text 출력된다"
WEB,Player Page,Video Playing,Player UI,#NAME?,Font Size 항목 기능 확인,"1. Channel Page 진입
2. Player Screen 진입
3. Setting icon 선택
4. Subtitles 항목 선택
5. Settings text Button 선택",Font Size 항목 선택,Font Size POP UP 출력된다
WEB,Player Page,Video Playing,Player UI,#NAME?,Font Family 항목 확인,"1. Channel Page 진입
2. Player Screen 진입
3. Setting icon 선택
4. Subtitles 항목 선택
5. Settings text Button 선택",Font Family 항목 출력 확인,Font Family 항목 출력된다
WEB,Player Page,Video Playing,Player UI,#NAME?,Font Family 항목 stringset 확인,"1. Channel Page 진입
2. Player Screen 진입
3. Setting icon 선택
4. Subtitles 항목 선택
5. Settings text Button 선택",Font Family 항목 출력 확인,"""Font Family"" text 출력된다"
WEB,Player Page,Video Playing,Player UI,#NAME?,Font Family 항목 기능 확인,"1. Channel Page 진입
2. Player Screen 진입
3. Setting icon 선택
4. Subtitles 항목 선택
5. Settings text Button 선택",Font Family 항목 선택,Font Family POP UP 출력된다
WEB,Player Page,Video Playing,Player UI,#NAME?,Reset 항목 확인,"1. Channel Page 진입
2. Player Screen 진입
3. Setting icon 선택
4. Subtitles 항목 선택
5. Settings text Button 선택",Reset 항목 출력 확인,Reset 항목 출력된다
WEB,Player Page,Video Playing,Player UI,#NAME?,Reset 항목 stringset 확인,"1. Channel Page 진입
2. Player Screen 진입
3. Setting icon 선택
4. Subtitles 항목 선택
5. Settings text Button 선택",Reset 항목 출력 확인,"""Reset"" text 출력된다"
WEB,Player Page,Video Playing,Player UI,#NAME?,Reset 항목 기능 확인,"1. Channel Page 진입
2. Player Screen 진입
3. Setting icon 선택
4. Subtitles 항목 선택
5. Settings text Button 선택",Reset 항목 선택,User Set Value 초기화 동작한다
WEB,Player Page,Video Playing,Player UI,#NAME?,전체 화면 UI확인,"1. KOCOWA 결제 계정 Sign in
2. DRAMA Menu 진입
3. poster image 선택
4. Episode content 선택
5. 영상 재생 중인 상태",전체 화면 icon 확인,전체화면 icon 정상 출력된다
WEB,Player Page,Video Playing,Player UI,#NAME?,전체 화면 기능 확인,"1. KOCOWA 결제 계정 Sign in
2. DRAMA Menu 진입
3. poster image 선택
4. Episode content 선택
5. 영상 재생 중인 상태",전체 화면 icon 선택,전체 화면으로 전환된다
WEB,Player Page,Video Playing,Player UI,#NAME?,전체 화면 상태에서 더클 클릭 시 기능 확인,"1. KOCOWA 결제 계정 Sign in
2. DRAMA Menu 진입
3. poster image 선택
4. Episode content 선택
5. 영상 재생 중인 상태
6. 전체 화면 적용된 상태",화면 스크린 더블 선택,전체 화면 종료 된다
WEB,Player Page,Video Playing,Player UI,#NAME?,전체 화면 상태에서 ESC 입력 시 기능 확인,"1. KOCOWA 결제 계정 Sign in
2. DRAMA Menu 진입
3. poster image 선택
4. Episode content 선택
5. 영상 재생 중인 상태
6. 전체 화면 적용된 상태",ESC 키 입력,전체 화면 종료 된다
WEB,Player Page,Video Playing,Player UI,#NAME?,전체 화면 상태에서 icon 선택 시 기능 확인,"1. KOCOWA 결제 계정 Sign in
2. DRAMA Menu 진입
3. poster image 선택
4. Episode content 선택
5. 영상 재생 중인 상태
6. 전체 화면 적용된 상태",전체 화면 icon 선택,전체 화면 종료 된다
WEB,Player Page,Video Playing,Player UI,#NAME?,Next Episode POP UP 출력 확인,"1. KOCOWA 결제 계정 Sign in
2. DRAMA Menu 진입
3. poster image 선택
4. Episode content 선택
5. 다음 에피소드가 편성되어 있는 상태",영상 종료 20초 전으로 이동,Next Episode POP UP 출력된다
WEB,Player Page,Video Playing,Player UI,#NAME?,Video Detail POP UP 출력 확인,"1. KOCOWA 결제 계정 Sign in
2. DRAMA Menu 진입
3. poster image 선택
4. Episode content 선택
5. 영상 Pause",5초간 대기,Video Detail POP UP 출력된다
WEB,Player Page,Video Playing,Player UI,#NAME?,Recommended POP UP 출력 확인,"1. KOCOWA 결제 계정 Sign in
2. DRAMA Menu 진입
3. poster image 선택
4. Episode content 선택
5. 다음 에피소드 편성되어 있지 않은 상태",영상 끝까지 재생,Recommended POP UP 출력된다
WEB,Webcomics Viewer Screen,,,#NAME?,Default Setting 확인,"1. Series Detailed Page 진입
2. Webcomics Viewer Screen 진입",Default Setting 적용 확인,최상단 영역 출력된다
WEB,Webcomics Viewer Screen,,,#NAME?,Continue Watching 진입 시 동작 확인,"1. Series Detailed Page 진입
2. Webcomics content poster image 선택
3. 열람 이력이 있는 상태",Webcomics Viewer Screen 진입,Auto Moving toast POP UP 출력된다
WEB,Webcomics Viewer Screen,,,#NAME?,Continue Watching 기능 확인,"1. Series Detailed Page 진입
2. Webcomics content poster image 선택
3. 열람 이력이 있는 상태",Webcomics Viewer Screen 진입,User Last View Point Scroll 이동한다
WEB,Webcomics Viewer Screen,,,#NAME?,Top Moving icon 확인,"1. Series Detailed Page 진입
2. Webcomics content poster image 선택",Top Moving icon 출력된다,Upward Arrow 형태의 Top Moving icon 출력된다
WEB,Webcomics Viewer Screen,,,#NAME?,Top Moving icon Hover 시 UI 확인,"1. Series Detailed Page 진입
2. Webcomics content poster image 선택",Top Moving icon Hover,Top Moving icon 흰색으로 강조되어 출력된다
WEB,Webcomics Viewer Screen,,,#NAME?,Top Moving icon 기능 확인,"1. Series Detailed Page 진입
2. Webcomics content poster image 선택",Top Moving icon 선택,최상단 영역으로 Scroll Up 동작한다
WEB,Webcomics Viewer Screen,,,#NAME?,Bottom Moving icon 확인,"1. Series Detailed Page 진입
2. Webcomics content poster image 선택",Bottom Moving icon 출력된다,Downward Arrow 형태의 Bottom Moving icon 출력된다
WEB,Webcomics Viewer Screen,,,#NAME?,Bottom Moving icon Hover 시 UI 확인,"1. Series Detailed Page 진입
2. Webcomics content poster image 선택",Bottom Moving icon Hover,Bottom Moving icon 흰색으로 강조되어 출력된다
WEB,Webcomics Viewer Screen,,,#NAME?,Bottom Moving icon 기능 확인,"1. Series Detailed Page 진입
2. Webcomics content poster image 선택",Bottom Moving icon 선택,최하단 영역으로 Scroll Down 동작한다
WEB,Webcomics Viewer Screen,Prevent illegal Copying,,#NAME?,Screen Capture 방지 동작 확인,"1. Series Detailed Page 진입
2. Webcomics Viewer Screen 진입",Mouse 우클릭 입력,동작하지 않는다
WEB,Webcomics Viewer Screen,Top Function Bar,,#NAME?,Back icon 출력 확인,"1. Series Detailed Page 진입
2. Webcomics Viewer Screen 진입
3. Top Function Bar 출력 상태",Back icon 출력 확인,좌측 화살표 형태의 Back icon 출력된다
WEB,Webcomics Viewer Screen,Top Function Bar,,#NAME?,Back icon 기능 확인,"1. Series Detailed Page 진입
2. Webcomics Viewer Screen 진입
3. Top Function Bar 출력 상태",Back icon 선택,이전 화면으로 이동한다
WEB,Webcomics Viewer Screen,Top Function Bar,,#NAME?,content Episode Numbering 확인,"1. Series Detailed Page 진입
2. Webcomics Viewer Screen 진입
3. Top Function Bar 출력 상태",content Episode Numbering 출력 확인,content Episode Numbering 출력된다
WEB,Webcomics Viewer Screen,Top Function Bar,,#NAME?,Episode Numbering 확인,"1. Series Detailed Page 진입
2. Webcomics Viewer Screen 진입
3. Top Function Bar 출력 상태",Episode Numbering 출력 확인,Episode Numbering 출력된다
WEB,Webcomics Viewer Screen,Top Function Bar,,#NAME?,content Series Name 확인,"1. Series Detailed Page 진입
2. Webcomics Viewer Screen 진입
3. Top Function Bar 출력 상태",content Series Name 출력 확인,content Series Name 출력된다
WEB,Webcomics Viewer Screen,Top Function Bar,,#NAME?,Previous Button 확인,"1. Series Detailed Page 진입
2. Webcomics Viewer Screen 진입
3. Top Function Bar 출력 상태",Previous Button 출력 확인,Previous Button 출력된다
WEB,Webcomics Viewer Screen,Top Function Bar,,#NAME?,Dimmed Previous Button 기능 확인,"1. Series Detailed Page 진입
2. Webcomics Viewer Screen 진입
3. Top Function Bar 출력 상태
4. First content Episode 출력 상태",Dimmed Previous Button 선택,동작하지 않는다
WEB,Webcomics Viewer Screen,Top Function Bar,,#NAME?,Previous Button 선택 시 동작 확인,"1. Series Detailed Page 진입
2. Webcomics Viewer Screen 진입
3. Top Function Bar 출력 상태
4. Last content Episode 출력 상태",Previous Button 선택,이전 Webcomics content 출력된다
WEB,Webcomics Viewer Screen,Top Function Bar,,#NAME?,Previous Button 기능 확인,"1. Series Detailed Page 진입
2. Webcomics Viewer Screen 진입
3. Top Function Bar 출력 상태
4. Last content Episode 출력 상태",Previous Button 선택,Webcomics Viewer Screen 진입된다
WEB,Webcomics Viewer Screen,Top Function Bar,,#NAME?,Division Line 확인,"1. Series Detailed Page 진입
2. Webcomics Viewer Screen 진입
3. Top Function Bar 출력 상태",Division Line 출력 확인,회색 구분선 형태의 Division Line 출력된다
WEB,Webcomics Viewer Screen,Top Function Bar,,#NAME?,Next Button 확인,"1. Series Detailed Page 진입
2. Webcomics Viewer Screen 진입
3. Top Function Bar 출력 상태",Next Button 출력 확인,Next Button 출력된다
WEB,Webcomics Viewer Screen,Top Function Bar,,#NAME?,Dimmed Next Button 기능 확인,"1. Series Detailed Page 진입
2. Webcomics Viewer Screen 진입
3. Top Function Bar 출력 상태
4. Last content Episode 출력 상태",Dimmed Next Button 선택,동작하지 않는다
WEB,Webcomics Viewer Screen,Top Function Bar,,#NAME?,Next Button 선택 시 동작 확인,"1. Series Detailed Page 진입
2. Webcomics Viewer Screen 진입
3. Top Function Bar 출력 상태
4. First content Episode 출력 상태",Next Button 선택,다음 Webcomics content 출력된다
WEB,Webcomics Viewer Screen,Top Function Bar,,#NAME?,Next Button 기능 확인,"1. Series Detailed Page 진입
2. Webcomics Viewer Screen 진입
3. Top Function Bar 출력 상태
4. First content Episode 출력 상태",Next Button 선택,Webcomics Viewer Screen 진입된다
WEB,Webcomics Viewer Screen,Top Function Bar,,#NAME?,미결제 시 Next Button 기능 확인,"1. 미결제 계정 Sign in
2. Series Detailed Page 진입
3. Webcomics Viewer Screen 진입
4. Top Function Bar 출력 상태
5. Next content 유료 회차인 상태",Next Button 선택,Non-subscription POP UP 출력된다
WEB,Webcomics Viewer Screen,Bottom Episode List Area,,#NAME?,Left Navigation icon 확인,"1. Series Detailed Page 진입
2. Webcomics Viewer Screen 진입",Left Navigation icon 출력 확인,좌측 화살표 형태의 Left Navigation icon 출력된다
WEB,Webcomics Viewer Screen,Bottom Episode List Area,,#NAME?,Dimmed Left Navigation icon 확인,"1. Series Detailed Page 진입
2. Webcomics Viewer Screen 진입",Left Navigation icon 선택,동작하지 않는다
WEB,Webcomics Viewer Screen,Bottom Episode List Area,,#NAME?,Left Navigation icon 기능 확인,"1. Series Detailed Page 진입
2. Webcomics Viewer Screen 진입",Left Navigation icon 선택,좌측으로 Rolling 동작한다
WEB,Webcomics Viewer Screen,Bottom Episode List Area,,#NAME?,Left Navigation icon 출력 여부 확인,"1. Series Detailed Page 진입
2. Webcomics Viewer Screen 진입
3. 편성된 Episode content 10개 이하인 경우",Left Navigation icon 출력 확인,Left Navigation icon 출력되지 않는다
WEB,Webcomics Viewer Screen,Bottom Episode List Area,,#NAME?,Right Navigation icon 확인,"1. Series Detailed Page 진입
2. Webcomics Viewer Screen 진입",Right Navigation icon 출력 확인,우측 화살표 형태의 Right Navigation icon 출력된다
WEB,Webcomics Viewer Screen,Bottom Episode List Area,,#NAME?,Dimmed Right Navigation icon 확인,"1. Series Detailed Page 진입
2. Webcomics Viewer Screen 진입",Right Navigation icon 선택,동작하지 않는다
WEB,Webcomics Viewer Screen,Bottom Episode List Area,,#NAME?,Right Navigation icon 기능 확인,"1. Series Detailed Page 진입
2. Webcomics Viewer Screen 진입",Right Navigation icon 선택,우측으로 Rolling 동작한다
WEB,Webcomics Viewer Screen,Bottom Episode List Area,,#NAME?,Right Navigation icon 출력 여부 확인,"1. Series Detailed Page 진입
2. Webcomics Viewer Screen 진입
3. 편성된 Episode content 10개 이하인 경우",Right Navigation icon 출력 확인,Right Navigation icon 출력되지 않는다
WEB,Webcomics Viewer Screen,Bottom Episode List Area,,#NAME?,poster image 확인,"1. Series Detailed Page 진입
2. Webcomics Viewer Screen 진입",poster image 출력 확인,poster image 출력된다
WEB,Webcomics Viewer Screen,Bottom Episode List Area,,#NAME?,열람 이력 있을 시 poster image UI 확인,"1. Series Detailed Page 진입
2. Webcomics Viewer Screen 진입",poster image 출력 확인,poster image Dimmed 처리되어 출력된다
WEB,Webcomics Viewer Screen,Bottom Episode List Area,,#NAME?,열람 중인 poster image UI 확인,"1. Series Detailed Page 진입
2. Webcomics Viewer Screen 진입",poster image 출력 확인,열람 상태인 content poster image 흰색으로 강조되어 출력된다
WEB,Webcomics Viewer Screen,Bottom Episode List Area,,#NAME?,poster image hover 시 UI 확인,"1. Series Detailed Page 진입
2. Webcomics Viewer Screen 진입",poster image hover,poster image Darken 처리되어 출력된다
WEB,Webcomics Viewer Screen,Bottom Episode List Area,,#NAME?,poster image hover 시 동작 확인,"1. Series Detailed Page 진입
2. Webcomics Viewer Screen 진입",poster image hover,poster image Largen 처리되어 출력된다
WEB,Webcomics Viewer Screen,Bottom Episode List Area,,#NAME?,poster image 기능 확인,"1. Series Detailed Page 진입
2. Webcomics Viewer Screen 진입",poster image 선택,해당 Webcomics Viewer Screen 진입된다
WEB,Webcomics Viewer Screen,Bottom Episode List Area,,#NAME?,미결제 시 유료 content poster image 기능 확인,"1. Series Detailed Page 진입
2. Webcomics Viewer Screen 진입",poster image 선택,Non-subscription POP UP 출력된다
WEB,Webcomics Viewer Screen,Bottom Episode List Area,,#NAME?,Free icon 확인,"1. Series Detailed Page 진입
2. Webcomics Viewer Screen 진입",Free icon 출력 확인,Free icon 출력된다
WEB,Webcomics Viewer Screen,Bottom Episode List Area,,#NAME?,Free icon UI 확인,"1. Series Detailed Page 진입
2. Webcomics Viewer Screen 진입",Free icon 출력 확인,Free icon 초록색으로 강조되어 출력된다
WEB,Webcomics Viewer Screen,Bottom Episode List Area,,#NAME?,Free icon 출력 여부 확인,"1. Series Detailed Page 진입
2. Webcomics Viewer Screen 진입",Free icon 출력 확인,Free icon 출력되지 않는다
WEB,Webcomics Viewer Screen,Bottom Episode List Area,,#NAME?,New icon 확인,"1. Series Detailed Page 진입
2. Webcomics Viewer Screen 진입",New icon 출력 확인,New icon 출력된다
WEB,Webcomics Viewer Screen,Bottom Episode List Area,,#NAME?,New icon UI 확인,"1. Series Detailed Page 진입
2. Webcomics Viewer Screen 진입",New icon 출력 확인,New icon 보라색으로 강조되어 출력된다
WEB,Webcomics Viewer Screen,Bottom Episode List Area,,#NAME?,New icon 출력 여부 확인,"1. Series Detailed Page 진입
2. Webcomics Viewer Screen 진입",New icon 출력 확인,New icon 출력되지 않는다
WEB,Webcomics Viewer Screen,Top Episode List POP UP,,#NAME?,Left Navigation icon 확인,"1. Series Detailed Page 진입
2. Webcomics Viewer Screen 진입
3. List Button 선택
4. Top Function Bar 출력 상태",Left Navigation icon 출력 확인,좌측 화살표 형태의 Left Navigation icon 출력된다
WEB,Webcomics Viewer Screen,Top Episode List POP UP,,#NAME?,Dimmed Left Navigation icon 확인,"1. Series Detailed Page 진입
2. Webcomics Viewer Screen 진입
3. List Button 선택
4. Top Function Bar 출력 상태",Left Navigation icon 선택,동작하지 않는다
WEB,Webcomics Viewer Screen,Top Episode List POP UP,,#NAME?,Left Navigation icon 기능 확인,"1. Series Detailed Page 진입
2. Webcomics Viewer Screen 진입
3. List Button 선택
4. Top Function Bar 출력 상태",Left Navigation icon 선택,좌측으로 Rolling 동작한다
WEB,Webcomics Viewer Screen,Top Episode List POP UP,,#NAME?,Right Navigation icon 확인,"1. Series Detailed Page 진입
2. Webcomics Viewer Screen 진입
3. List Button 선택
4. Top Function Bar 출력 상태",Right Navigation icon 출력 확인,우측 화살표 형태의 Right Navigation icon 출력된다
WEB,Webcomics Viewer Screen,Top Episode List POP UP,,#NAME?,Dimmed Right Navigation icon 확인,"1. Series Detailed Page 진입
2. Webcomics Viewer Screen 진입
3. List Button 선택
4. Top Function Bar 출력 상태",Right Navigation icon 선택,동작하지 않는다
WEB,Webcomics Viewer Screen,Top Episode List POP UP,,#NAME?,Right Navigation icon 기능 확인,"1. Series Detailed Page 진입
2. Webcomics Viewer Screen 진입
3. List Button 선택
4. Top Function Bar 출력 상태",Right Navigation icon 선택,우측으로 Rolling 동작한다
WEB,Webcomics Viewer Screen,Top Episode List POP UP,,#NAME?,poster image 확인,"1. Series Detailed Page 진입
2. Webcomics Viewer Screen 진입
3. List Button 선택
4. Top Function Bar 출력 상태",poster image 출력 확인,poster image 출력된다
WEB,Webcomics Viewer Screen,Top Episode List POP UP,,#NAME?,열람 이력 있을 시 poster image UI 확인,"1. Series Detailed Page 진입
2. Webcomics Viewer Screen 진입
3. List Button 선택
4. Top Function Bar 출력 상태",poster image 출력 확인,poster image Dimmed 처리되어 출력된다
WEB,Webcomics Viewer Screen,Top Episode List POP UP,,#NAME?,열람 중인 poster image UI 확인,"1. Series Detailed Page 진입
2. Webcomics Viewer Screen 진입
3. List Button 선택
4. Top Function Bar 출력 상태",poster image 출력 확인,열람 상태인 content poster image 흰색으로 강조되어 출력된다
WEB,Webcomics Viewer Screen,Top Episode List POP UP,,#NAME?,poster image hover 시 UI 확인,"1. Series Detailed Page 진입
2. Webcomics Viewer Screen 진입
3. List Button 선택
4. Top Function Bar 출력 상태",poster image hover,poster image Darken 처리되어 출력된다
WEB,Webcomics Viewer Screen,Top Episode List POP UP,,#NAME?,poster image hover 시 동작 확인,"1. Series Detailed Page 진입
2. Webcomics Viewer Screen 진입
3. List Button 선택
4. Top Function Bar 출력 상태",poster image hover,poster image Largen 처리되어 출력된다
WEB,Webcomics Viewer Screen,Top Episode List POP UP,,#NAME?,poster image 기능 확인,"1. Series Detailed Page 진입
2. Webcomics Viewer Screen 진입
3. List Button 선택
4. Top Function Bar 출력 상태",poster image 선택,해당 Webcomics Viewer Screen 진입된다
WEB,Webcomics Viewer Screen,Top Episode List POP UP,,#NAME?,미결제 시 유료 content poster image 기능 확인,"1. Series Detailed Page 진입
2. Webcomics Viewer Screen 진입
3. List Button 선택
4. Top Function Bar 출력 상태",poster image 선택,Non-subscription POP UP 출력된다
WEB,Webcomics Viewer Screen,Top Episode List POP UP,,#NAME?,Free icon 확인,"1. Series Detailed Page 진입
2. Webcomics Viewer Screen 진입
3. List Button 선택
4. Top Function Bar 출력 상태",Free icon 출력 확인,Free icon 출력된다
WEB,Webcomics Viewer Screen,Top Episode List POP UP,,#NAME?,Free icon UI 확인,"1. Series Detailed Page 진입
2. Webcomics Viewer Screen 진입
3. List Button 선택
4. Top Function Bar 출력 상태",Free icon 출력 확인,Free icon 초록색으로 강조되어 출력된다
WEB,Webcomics Viewer Screen,Top Episode List POP UP,,#NAME?,Free icon 출력 여부 확인,"1. Series Detailed Page 진입
2. Webcomics Viewer Screen 진입
3. List Button 선택
4. Top Function Bar 출력 상태",Free icon 출력 확인,Free icon 출력되지 않는다
WEB,Webcomics Viewer Screen,Top Episode List POP UP,,#NAME?,New icon 확인,"1. Series Detailed Page 진입
2. Webcomics Viewer Screen 진입
3. List Button 선택
4. Top Function Bar 출력 상태",New icon 출력 확인,New icon 출력된다
WEB,Webcomics Viewer Screen,Top Episode List POP UP,,#NAME?,New icon UI 확인,"1. Series Detailed Page 진입
2. Webcomics Viewer Screen 진입
3. List Button 선택
4. Top Function Bar 출력 상태",New icon 출력 확인,New icon 보라색으로 강조되어 출력된다
WEB,Webcomics Viewer Screen,Top Episode List POP UP,,#NAME?,New icon 출력 여부 확인,"1. Series Detailed Page 진입
2. Webcomics Viewer Screen 진입
3. List Button 선택
4. Top Function Bar 출력 상태",New icon 출력 확인,New icon 출력되지 않는다
WEB,Chromecast,Casting Action,,#NAME?,Player Screen 진입 시 동작 확인,"1. 결제 계정 Sign in
2. Series Detailed Page 진입
3. Episode content 선택
4. content Casting
5. Chromecast 연결되어 있는 상태",Casting 대상 Device Monitor 확인,해당 Episode content Casting Player Screen 진입된다
WEB,Chromecast,Casting Player Screen,,#NAME?,KOCOWA logo image 확인,"1. 결제 계정 Sign in
2. Casting icon 선택
3. Chromecast 연결
4. content Mirror Casting",KOCOWA logo image 출력 확인,KOCOWA logo image 출력된다
WEB,Chromecast,Casting Player Screen,,#NAME?,Player UI 확인,"1. 결제 계정 Sign in
2. Casting icon 선택
3. Chromecast 연결
4. content Mirror Casting",Player UI 출력 확인,Player UI 출력된다
WEB,Chromecast,Casting Player Screen,,#NAME?,재생 구간 이동 시 동작 확인,"1. 결제 계정 Sign in
2. Casting icon 선택
3. Chromecast 연결
4. content Mirror Casting",재생 구간 이동,Player UI 출력된다
WEB,Chromecast,Casting Player Screen,,#NAME?,content 재생 확인,"1. 결제 계정 Sign in
2. Casting icon 선택
3. Chromecast 연결
4. content Mirror Casting",Casting 대상 Device Monitor 확인,해당 Episode content 재생된다
WEB,Chromecast,Casting Player Screen,,#NAME?,Subtitle 확인,"1. 결제 계정 Sign in
2. Casting icon 선택
3. Chromecast 연결
4. content Mirror Casting
5. 자막 편성된 상태",Subtitle 출력 확인,User Set Subtitle 출력된다
WEB,Chromecast,Casting Player Screen,Player UI,#NAME?,대기 시 동작 확인,"1. 결제 계정 Sign in
2. Casting icon 선택
3. Chromecast 연결
4. content Mirror Casting
5. Player UI 출력 상태",5초간 대기,Player UI 사라진다
WEB,Chromecast,Casting Player Screen,Player UI,#NAME?,thumbnail image 확인,"1. 결제 계정 Sign in
2. Casting icon 선택
3. Chromecast 연결
4. content Mirror Casting
5. Player UI 출력 상태",thumbnail image 출력 확인,Episode content thumbnail image 출력된다
WEB,Chromecast,Casting Player Screen,Player UI,#NAME?,Series content Name 확인,"1. 결제 계정 Sign in
2. Casting icon 선택
3. Chromecast 연결
4. content Mirror Casting
5. Player UI 출력 상태",Series content Name 출력 확인,Series content Name 출력된다
WEB,Chromecast,Casting Player Screen,Player UI,#NAME?,Episdoe content Name 확인,"1. 결제 계정 Sign in
2. Casting icon 선택
3. Chromecast 연결
4. content Mirror Casting
5. Player UI 출력 상태",Episdoe content Name 출력 확인,Episdoe content Name 출력된다
WEB,Chromecast,Casting Player Screen,Player UI,#NAME?,Episdoe content Name stringeset 확인,"1. 결제 계정 Sign in
2. Casting icon 선택
3. Chromecast 연결
4. content Mirror Casting
5. Player UI 출력 상태",Episdoe content Name 출력 확인,"""Episode {NN}"" text 출력된다"
WEB,Chromecast,Casting Player Screen,Player UI,#NAME?,Loading 시 UI 확인,"1. 결제 계정 Sign in
2. Casting icon 선택
3. Chromecast 연결
4. content Mirror Casting
5. Player UI 출력 상태",재생 구간 이동,Loading Progress Bar 출력된다
WEB,Chromecast,Casting Player Screen,Player UI,#NAME?,Loading 완료 시 동작 확인,"1. 결제 계정 Sign in
2. Casting icon 선택
3. Chromecast 연결
4. content Mirror Casting
5. Player UI 출력 상태",Loading 완료,Loading Progress Bar 사라진다
WEB,Chromecast,Casting Player Screen,Player UI,#NAME?,Progress Bar 확인,"1. 결제 계정 Sign in
2. Casting icon 선택
3. Chromecast 연결
4. content Mirror Casting
5. Player UI 출력 상태",Progress Bar 출력 확인,Progress Bar 출력된다
WEB,Chromecast,Casting Player Screen,Player UI,#NAME?,Current Time 확인,"1. 결제 계정 Sign in
2. Casting icon 선택
3. Chromecast 연결
4. content Mirror Casting
5. Player UI 출력 상태",Current Time 출력 확인,"""{HH}:{MM}:{SS}"" Current Time 출력된다"
WEB,Chromecast,Casting Player Screen,Player UI,#NAME?,Current Time 동작 확인,"1. 결제 계정 Sign in
2. Casting icon 선택
3. Chromecast 연결
4. content Mirror Casting
5. Player UI 출력 상태",Current Time 출력 확인,현재 재생 구간 출력된다
WEB,Chromecast,Casting Player Screen,Player UI,#NAME?,Total Time 확인,"1. 결제 계정 Sign in
2. Casting icon 선택
3. Chromecast 연결
4. content Mirror Casting
5. Player UI 출력 상태",Total Time 출력 확인,"""{HH}:{MM}:{SS}"" Total Time 출력된다"
